,Codi,Literal,De lloguer,Any,De propietat
402,082798,Terrassa,11207,2011,68483
403,082824,Tiana,351,2011,2266
404,431508,Tivissa,0,2011,584
405,082830,Tona,659,2011,2216
406,252234,Torà,67,2011,377
407,082845,Tordera,765,2011,4841
408,082858,Torelló,835,2011,4113
409,082861,Torre de Claramunt la,0,2011,1204
410,431536,Torredembarra,1251,2011,4634
411,252287,Torrefarrera,180,2011,1227
412,252304,Torregrossa,0,2011,652
413,082877,Torrelavit,53,2011,407
414,082883,Torrelles de Foix,87,2011,781
415,082896,Torrelles de Llobregat,180,2011,1673
416,252326,Torres de Segre,0,2011,683
417,171997,Torroella de Montgrí,899,2011,3251
418,431554,Tortosa,2438,2011,9208
419,172023,Tossa de Mar,509,2011,1822
420,252347,Tremp,373,2011,1949
421,172044,Ullà,0,2011,244
422,082900,Ullastrell,0,2011,594
423,431567,Ulldecona,624,2011,1822
424,082917,Vacarisses,106,2011,1879
425,172076,Vall d'en Bas la,173,2011,815
426,172082,Vall de Bianya la,93,2011,331
427,250432,Vall de Boí la,0,2011,356
428,082922,Vallbona d'Anoia,0,2011,433
429,252402,Vallfogona de Balaguer,86,2011,534
430,082943,Vallgorguina,132,2011,719
431,082956,Vallirana,328,2011,4329
432,431606,Vallmoll,0,2011,575
433,082969,Vallromanes,85,2011,695
434,431613,Valls,1721,2011,7372
435,431628,Vandellòs i l'Hospitalet de l'Infant,547,2011,1696
436,431634,Vendrell el,2392,2011,11185
437,252424,Verdú,0,2011,282
438,172116,Verges,72,2011,334
439,082981,Vic,4322,2011,10538
440,172137,Vidreres,454,2011,2243
441,252430,Vielha e Mijaran,789,2011,1054
442,172155,Vilablareix,58,2011,738
443,083015,Viladecans,2557,2011,20568
444,083008,Viladecavalls,0,2011,2201
445,172207,Viladrau,62,2011,319
446,172214,Vilafant,113,2011,1557
447,083054,Vilafranca del Penedès,2278,2011,12115
448,172235,Vilajuïga,77,2011,328
449,431665,Vilallonga del Camp,0,2011,691
450,172266,Vilamalla,0,2011,299
451,252483,Vilanova de Bellpuig,0,2011,394
452,252542,Vilanova de la Barca,0,2011,331
453,083020,Vilanova del Camí,480,2011,3685
454,089024,Vilanova del Vallès,166,2011,1539
455,083073,Vilanova i la Geltrú,5268,2011,19513
456,431704,Vila-rodona,0,2011,403
457,431711,Vila-seca,1132,2011,6980
458,082140,Vilassar de Dalt,497,2011,2731
459,082191,Vilassar de Mar,1618,2011,5700
460,172333,Vilobí d'Onyar,159,2011,902
461,083041,Vilobí del Penedès,0,2011,305
462,431763,Vimbodí i Poblet,0,2011,335
463,431785,Vinyols i els Arcs,174,2011,507
464,430521,Xerta,0,2011,386
